rule,Accuracy,Precision,Recall,F1,MCC,TN,FP,FN,TP
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=1.904,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=2.243,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=2.318,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=2.637,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=3.064,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=3.2,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=3.216,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=3.759,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=3.794,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=4.095,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=4.654,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=5.065,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=5.463,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=5.589,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=5.819,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.25 AND Mean_Regressor_PHQ>=5.846,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=0.16,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=0.24,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=1.715,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=1.799,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=1.904,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=2.243,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=2.318,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=2.637,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=3.064,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=3.2,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=3.216,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=3.759,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=3.794,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=4.095,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=4.654,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=5.065,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=5.463,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=5.589,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=5.819,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND SVC_RBF_Prob>=0.251 AND Mean_Regressor_PHQ>=5.846,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.063 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.087 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.12 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.127 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.133 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.147 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.15 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.157 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.177 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.193,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.198,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.206,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.212,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.214,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.233,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.238,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.244,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.245,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.25,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
base AND RandomForest_Prob>=0.18 AND SVC_RBF_Prob>=0.251,0.8297872340425532,0.6666666666666666,0.8571428571428571,0.75,0.6353285249985376,27,6,2,12
